,Id,Username,Text,Date,Hashtags,Location
0,1185704921078947845,BrookeLuzziNP,I guess the football gods are sparing me the heartache...we are sitting here in the dark without power. I guess I will troll Twitter for updates on the Georgia game. #UKvsUGA #GoDawgs #BeatTheWildcats #poweroutage ,2019-10-19 23:50:57+00:00,#UKvsUGA #GoDawgs #BeatTheWildcats #poweroutage,
1,1185704446615003136,chrispian,"Ok, enough power outage. Mobile hotspot engaged.",2019-10-19 23:49:04+00:00,,
2,1185703861186682880,wsbradio,#BREAKING Nestor downs power lines and trees in the metro Atlanta. Power outages reported in Sandy Springs. http://bit.ly/2oN4d0E,2019-10-19 23:46:44+00:00,#BREAKING,
3,1185703678126243840,stephanierauger,"Your team is TOP NOTCH! Although I’m still waiting for my supreme mystery box...I know you’re working very very very hard to get everything out! Two major launches, the fires, power outages, no internet..you conquered it all!",2019-10-19 23:46:00+00:00,,
4,1185703462241210368,fickett_donald,How many electric cars were idled during the power outage? ,2019-10-19 23:45:09+00:00,,
5,1185703444000194562,fiercedino080,"oof, power outage then",2019-10-19 23:45:05+00:00,,
6,1185703355286462464,autochesterffej,California power outage is for a reason. Deep state Lucifer worshipers and child abusers are going to pay for their actions WWG1WGA. ,2019-10-19 23:44:43+00:00,,
7,1185702949177249792,BJLife,"Towson Town Center Evacuated After Fire, Power Outage ",2019-10-19 23:43:07+00:00,,
8,1185702884052209665,jacquelinethill,Power outages are good experiences to include in a scene or short story. JS #writerslife #WritingCommunity #writing #storytelling #blogger #writingadvice #writingtips #poweroutage #writers,2019-10-19 23:42:51+00:00,#writerslife #WritingCommunity #writing #storytelling #blogger #writingadvice #writingtips #poweroutage #writers,
9,1185702449991966721,IncidentAlert22,"Power Outage: 02:07: (53 premises) - Gowrie Street, Tatura - Restoration: 05:30 20-10-2019 Cause: Under investigation See https://www.powercor.com.au/power-outages #vicPower",2019-10-19 23:41:08+00:00,#vicPower,
10,1185701467505774592,mfirebrand1,PG&E CEO Says California Could See More Power Outages For 10 Years : NPR ,2019-10-19 23:37:13+00:00,,
11,1185700653118771200,jtower3653,Groceries to replace what I lost in the power outage from the Nor'Easter we had here.,2019-10-19 23:33:59+00:00,,
12,1185699522690859009,STATiSBEATS,"@alectranews 2233 hurontario street in mississauga has a power outage, it's a building",2019-10-19 23:29:30+00:00,,
13,1185699289475014657,baz31000,power outage bfjecause my voluptuous breasgs messing with the voltage,2019-10-19 23:28:34+00:00,,
14,1185699207883083777,arwko,"And if they don't call them the ""power outage"" jerseys they're doing it wrong.",2019-10-19 23:28:15+00:00,,
15,1185697102329995264,TeacherEricP,A great way to end a three day power outage. ,2019-10-19 23:19:53+00:00,,
16,1185696029573697536,Kiera97956092,idaho has a power outage ,2019-10-19 23:15:37+00:00,,
17,1185695947860262912,love4thegameAK,"As Tropical Storm Nestor moved toward Florida on Friday night, at least two tornadoes caused devastation in the central part of the state. Thousands of people were being affected by power outages and extensive damage from the high winds #",2019-10-19 23:15:17+00:00,,
18,1185695728867385346,rokakakatree,that power outage noise trailers for blockbusters always make while something large is falling and the screen flickers really fast,2019-10-19 23:14:25+00:00,,
19,1185695463380410370,tetrimbath,"""Power out in Clinton off of cultus bay and Campbell. Anyone else?"" Hey! I live down that way. (But I'm in my office at @CBTara in Bayview on #whidbeyIsland.) I didn't see anything on @PSETalk's Outage Map. Can't report what I can't witness, but I wonder what's going on.",2019-10-19 23:13:22+00:00,#whidbeyIsland,
20,1185695401661423620,CapeCodBars,"During the power outage this week The 400 Club (also called 400 East) had power, so I indulged in this huge bowl of Mac and Cheese to calm my nerves. It fed 2 people there then was lunch the next day! Nice local vibe. #Harwich #capecod Great flat bread pizza too",2019-10-19 23:13:07+00:00,#Harwich #capecod,
21,1185695060454707200,BeverlyWade,"@mylkldelectric Thank you all for getting our power restored here in Remington Oaks, North Lakeland! Greatest power company in the South. So glad to know you are always there when we have an outage. Get some rest! God Bless! Job Well Done!!",2019-10-19 23:11:46+00:00,,
22,1185694652621561862,KTVB,Wendell residents need to boil water after power outage shuts down well ,2019-10-19 23:10:08+00:00,,
23,1185694423776190464,GabAfoNG,"We are all poor in this country, even if you are a certified billionaire the expensive is still not meant for bad roads. The expensive gadgets and electronics isn't for epileptic power outages and so more We are all poor",2019-10-19 23:09:14+00:00,,
24,1185693730323468288,JoeFMartin1,Is this real? Can we confirm? Did it occur during power outages?,2019-10-19 23:06:29+00:00,,
25,1185693368468332545,TekSavvyCSR,"Good news! The cable internet outage in Vancouver and surrounding areas should now be resolved. If you still are experiencing issues, please unplug the power from the modem and router for a few minutes, then retest the connection. -am",2019-10-19 23:05:02+00:00,,
26,1185692754711588864,akaNuk3,No stream tonight sorry there is a power outage,2019-10-19 23:02:36+00:00,,
27,1185692183074131969,autselfadvocacy,"“PG&E customers who are medically fragile were more alarmed than most about this week’s power outages, as they scrambled for backup energy sources for the equipment that helps them stay mobile, refrigerates their medications, or even keeps them alive.” ",2019-10-19 23:00:20+00:00,,
28,1185692102518300673,Lex_Ins,Category 5 hurricanes can cause power outages that can last from weeks to possibly months! Prepare today with this checklist: https://1.lextogo.com/2ATSNKZ #RiskManagement #Insurance #HurricaneSeason,2019-10-19 23:00:00+00:00,#RiskManagement #Insurance #HurricaneSeason,
29,1185691437179928576,TyTalmadge,"@Ask_Spectrum simi valley, ca. No upstream signal from provider since 1pm today. No outages listed. An updated outage message would be nice. My billing is automated so that is not the issue and yes I've power cycled the modem and router already.",2019-10-19 22:57:22+00:00,,
30,1185691383929229312,StormCenter7,Here is an updated look at power outages across the Miami Valley. More information: http://www.whio.com,2019-10-19 22:57:09+00:00,,
31,1185691145826795520,ppgrainbow,The cause of the power outage is under investigation.,2019-10-19 22:56:12+00:00,,
32,1185689089523060736,iembot_pih,"At 4:47 PM MDT, 7 NE Churchill [Cassia Co, ID] UTILITY COMPANY reports TSTM WND DMG. 35-40 PEOPLE STILL WITHOUT POWER AT TIME OF REPORT. INFORMATION VIA IDAHO POWER OUTAGE SITE. https://mesonet.agron.iastate.edu/lsr/#PIH/201910192247/201910192247",2019-10-19 22:48:02+00:00,,
33,1185688844248596480,iembot_pih,"At 4:45 PM MDT, 7 NW Paul [Minidoka Co, ID] UTILITY COMPANY reports TSTM WND DMG. BETWEEN 100-300 CUSTOMERS REMAIN WITHOUT POWER AT TIME OF REPORT. INFORMATION VIA IDAHO POWER OUTAGE SITE. https://mesonet.agron.iastate.edu/lsr/#PIH/201910192245/201910192245",2019-10-19 22:47:04+00:00,,
34,1185688285588283392,NukeWaste_UwU,"@VVNews , Power outages all over Old Town VV. What's up with that?",2019-10-19 22:44:50+00:00,,
35,1185687975084122112,SoILRealty,Lightning is a common cause of power outages at home. #lifetips #hometips http://cpix.me/a/83928306,2019-10-19 22:43:36+00:00,#lifetips #hometips,
36,1185687196625448965,KintsugiTiger,": I'll be fine, though! Not to scare anyone. Though there may be power outages and the like, so just a heads up if I'm late with replies.",2019-10-19 22:40:31+00:00,,
37,1185686993008766977,PwrOutage,@PrenniePlays it’s ya boy PowerOutage ,2019-10-19 22:39:42+00:00,,
38,1185686656051044352,nationalgridus,"Hi there, we apologize for the inconvenience. We have crews out tonight working diligently to bring back power as quickly and safely as possible. Our outage map will be updated as work progresses. Thank you for your patience.",2019-10-19 22:38:22+00:00,,
39,1185686444087623681,crazymurdav,"Would HAVE to be a blackout the night I stayed up late watching horror movies! I was watching comedies last night, but noooo. Power outage has to happen NOW. ",2019-10-19 22:37:31+00:00,,
40,1185686386139189249,robarmstrong23,AMC theater Phipps plaza complete power outage for 2-3 minutes. Movie still out,2019-10-19 22:37:18+00:00,,
41,1185686250079997952,iembot_pih,"At 4:34 PM MDT, 1 ESE Dietrich [Lincoln Co, ID] BROADCAST MEDIA reports TSTM WND DMG. POWER OUTAGES REPORTED IN SHOSHONE AND DIETRICH. POWER HAS BEEN RESTORED SINCE INITIAL OUTAGE. REPORTED VIA KMVT FACEBOOK PAGE. https://mesonet.agron.iastate.edu/lsr/#PIH/201910192234/201910192234",2019-10-19 22:36:45+00:00,,
42,1185685654790914048,Jeebeeee,@KElectricPk Power outage #0400013939134,2019-10-19 22:34:23+00:00,,
43,1185685223692034049,usahitman_com,PG&E Fire-Preventing Power Shutoffs in NorCal Will Continue for 10 Years https://usahitman.com/pgefppsoinccf10y/ #PG&amp;E #Power #PowerOutage #NorCal #California #Fires #Prevent #Electricity,2019-10-19 22:32:40+00:00,#PG #Power #PowerOutage #NorCal #California #Fires #Prevent #Electricity,
44,1185684688741879809,uncjay1,CALIFORNIA POWER OUTAGES! YOU ARE BEING LIED TO! https://youtu.be/8v4Z-GXA-Ew via @YouTube,2019-10-19 22:30:33+00:00,,
45,1185684509385252864,caitlinnann,"Lol you forgot the ranting part where “Texas tried to go green and are having power outages”..... weird, my power works just fine and I live in hippy ass Austin ",2019-10-19 22:29:50+00:00,,
46,1185684329109827584,JohnBechard,"There’s nothing like the power coming on after a long outage. Wait, there’s one thing better. Cable and Internet coming back on.",2019-10-19 22:29:07+00:00,,
47,1185684096938172416,entrep_thinking,@idahopower power remains out in Eagle but your outage map says no outagres in zip 83616 (Eagle). Nor does your map show the downed line on Ballantyne between Rush Rd (us) and Washam.,2019-10-19 22:28:12+00:00,,
48,1185683310766223360,NukeWaste_UwU,Sporadic power outages in Victorville! Hooray! I sure do love sitting around with no electricity -_-,2019-10-19 22:25:04+00:00,,
49,1185682524728692737,shempstielhope,"Mueller does his job in a power outage, @dansinker",2019-10-19 22:21:57+00:00,,
50,1185682158377156608,PlasticsPosseMD,power outage],2019-10-19 22:20:30+00:00,,
51,1185681431063719936,kizu91,Thunder...storm...bolt...lightning...clap...flash...nimbus...electricity...power...shortage...blackout...failure...outage...short...circuit...transformer...utility...pole...wire...electric...cable...post...line...,2019-10-19 22:17:36+00:00,,
52,1185680122394882048,workingtrucker,Californians affected by last week's mass power outage could be credited or rebated $100 if PG&amp;E complies with the governor's demands. https://www.huffpost.com/entry/california-pge-power-outage-payments_n_5da4f209e4b01c76560b6e45?ncid=engmodushpmg00000004 via @HuffPostPol,2019-10-19 22:12:24+00:00,,
53,1185679830341181441,iembot_boi,"At 2:30 PM MDT, 2 NW Kimberly [Twin Falls Co, ID] TRAINED SPOTTER reports TSTM WND DMG. SEVERAL REPORTS OF LARGE DOWNED TREES AND POWERLINES IN THE MAGIC VALLEY. POWER OUTAGES. 67MPH PEAK MEASUREMENT. https://mesonet.agron.iastate.edu/lsr/#BOI/201910192030/201910192030",2019-10-19 22:11:15+00:00,,
54,1185679705225224197,eliaxhanna,"The government has been embezzling money from the people and leaving them to starve. Power outages for long periods of time every day, high prices, high taxes over everything and country is still in a large debt. Government is just not working and dividing people over sects",2019-10-19 22:10:45+00:00,,
55,1185679516292792321,WeeklyCali,"With harvest now in the home stretch, local grapegrowers weathered last week’s power outage amid what has been a smooth growing season. ",2019-10-19 22:10:00+00:00,,
56,1185679374886080512,danvzla,PG&E CEO Says California Could See More Power Outages For 10 Years : NPR ,2019-10-19 22:09:26+00:00,,
57,1185678551980429312,opalessense,"PG&E May Sporadically Cut Power To Californians For A Decade On Friday, the state's largest utility announced that intentional power outages aimed at preventing wildfires may continue for up to a decade. ",2019-10-19 22:06:10+00:00,,
58,1185678422493679616,IdahoRoadapple,Breezy. I heard Boise got hail and power outages. Treasure Valley gets all the good stuff ....,2019-10-19 22:05:39+00:00,,
59,1185675876475822080,NotHCLunsford,We are EMC and not Georgia Power Company. We experience offensive outages 24/7,2019-10-19 21:55:32+00:00,,
60,1185675745676406784,Keke_M_,Unexpected power outage ,2019-10-19 21:55:01+00:00,,
61,1185675018237370373,dennis_binns,"Are California residents, living without power, currently experiencing what it's like under socialism? Power outages really about reducing wildfire risk, or is this preplanned for Socialists to take over the State? ",2019-10-19 21:52:07+00:00,,
62,1185674697624752130,scsentinel,"Being electron aware during the planned power outage | Deborah McArthur, Nature Connection ",2019-10-19 21:50:51+00:00,,
63,1185673865860669441,PCDavidsonjr,Blackout: The Power Outage That Left 50 Million W/o Electricity | Retro ... https://youtu.be/nd3teNgUq8E via @YouTube,2019-10-19 21:47:33+00:00,,
64,1185673534040956929,claire_jordin,"@KenyaPower_Care Hello, power has gone and these outages have become so frequent. This is the third one this week. Kindly assist please because it is now highly inconveniencing. A/c no. is 14271498975",2019-10-19 21:46:13+00:00,,
65,1185673423315492864,austinmobility,Parmer & IH 35 and Parmer & IH 35 are DARK in all directions due to a power outage in the area. Treat as an ALL-WAY STOP. Proceed with caution. #VisionZero #ATXtraffic,2019-10-19 21:45:47+00:00,#VisionZero #ATXtraffic,
66,1185672858439245824,codymane,Columbia Mo apparently is suffering a power outage so severe it has stretched to their football team in Nashville,2019-10-19 21:43:32+00:00,,
67,1185672253930799104,NatronymousMonk,the radio broadcast is also down due to an alleged power outage somewhere on campus,2019-10-19 21:41:08+00:00,,
68,1185670944976711681,KTLA,"Power outages to prevent fires in Northern California may continue for a decade, the state's biggest utility said Friday.​ ",2019-10-19 21:35:56+00:00,,
69,1185670506948677632,VandalFootball,"Due to power outages on campus, we currently have no internet in the Dome. Our team is working to get things up and running, but we'll keep you up to date on things here! #GoVandals | #FWF",2019-10-19 21:34:12+00:00,#GoVandals #FWF,
70,1185669727630319621,Michael16681844,"Please ESCALATE as Power Outage is still current in Riversdale street, Coronationville.",2019-10-19 21:31:06+00:00,,
71,1185669031266783232,paqurin,I find it interesting that different areas cause you to be prepared for different issues. Take power outages for instance. I live on the edge of the forest. Power outages are a normal thing for me. Hence generators. And solar. People need to think ahead.,2019-10-19 21:28:20+00:00,,
72,1185668653938696193,CAFoodBanks,Did you lose #CalFresh (food stamps) food from the #poweroutage? You have until November 8th to request replacement benefits! ,2019-10-19 21:26:50+00:00,#CalFresh #poweroutage,
73,1185668427450650624,ThePhilosophyS1,"In today's movie/critique session, we discussed the concept of mediocrity, perfection, bureaucracy, love and much more (including an unceremonious power outage). Thank you to everyone for coming. Many more session to go! #philosophy_society_Sudan",2019-10-19 21:25:56+00:00,#philosophy_society_Sudan,
74,1185667956354797568,ABC10,Could more fire weather mean more power outages? ,2019-10-19 21:24:04+00:00,,
75,1185667695016075265,FreedomAirHeat,"It may seem like a silly question, after all, plumbing is about water, and power outages affect electricity. A lot of homeowners are afraid to ask, but want to know, will plumbing work when the power goes out? https://freedomairheat.com/will-my-plumbing-work-when-the-power-goes-out/",2019-10-19 21:23:01+00:00,,
76,1185667601395048450,TheeOriginalSin,Oh this is gon be one of those all night power outages... lemme go get food before it gets dark,2019-10-19 21:22:39+00:00,,
77,1185667522953203715,mrrva,Did a squirrel or a raven cause this power outage? You vote #yellowknife,2019-10-19 21:22:20+00:00,#yellowknife,
78,1185666676181864449,UncleAfeni,Do we still experience power outage in NIGERIA? This is 2019 o,2019-10-19 21:18:58+00:00,,
79,1185666551837581315,mingbot1,"Sometimes Death was small, soppy old verion, why he didn’t know about to power outage had spent before the Global Positioning",2019-10-19 21:18:29+00:00,,
80,1185665347765932032,chucklingalong,Am I the only one that worries about power outages during system firmware updates?,2019-10-19 21:13:42+00:00,,
81,1185664805706727424,LeeAckerson,"So, Gavin Newsom isn't just a foot dragger on the PG&E power outage issues, it appears that he may be in PG&amp;E pocket; his election campaign for governor raked in $200,000 from PG&amp;E. That's a lot of considerations he has to grapple with.",2019-10-19 21:11:32+00:00,,
82,1185664538307366912,benjones150,"Bizarre happenings in the Magic Valley. Storms and high winds have caused power outages, and at least one set of district volleyball matches has been postponed #idpreps",2019-10-19 21:10:29+00:00,#idpreps,
83,1185664129060802560,Rampaging_Noob,"Good evening one and all. Apologies for the belated thank you! #Breakpoint went awesome today. Bar the minor power outage earlier everything went smoothly, much progress made and the Stream Captain give away was a success too! Massive thank you to all who came by to (cont.)",2019-10-19 21:08:51+00:00,#Breakpoint,
84,1185663551043768321,TekSavvyCSR,"We are doing everything in our power to help. However, since it is due to a power outage there is only so much we can do. We will be giving credits for downtime once the network is restored. -LR",2019-10-19 21:06:33+00:00,,
85,1185662609040629762,yannbrandt,Next time your CEO asks you how you’re going to fix a problem in your business tell them that you’ll work on it over the next 10 years. Then get walked to HR for your termination. PG&E CEO Says California Could See More Power Outages For 10 Years : NPR ,2019-10-19 21:02:49+00:00,,
86,1185661962308542466,poweralertsbot,"Power outage reported at Langata, Nairobi, Kenya.(langata langata)",2019-10-19 21:00:15+00:00,,
87,1185661212132085765,IAmAndyPfeiffer,"Thanks for taking the time to do the recap (and answer my question), despite the power outage and logistical issues. Good podcast!",2019-10-19 20:57:16+00:00,,
88,1185661184588038146,StormCenter7,Here is an updated look at power outages across the Miami Valley. More information: http://www.whio.com,2019-10-19 20:57:09+00:00,,
89,1185660946502602752,lindamcgough,It is best to be prepared and have few or a dozen of candles and several boxes of strike matches on hand during power outages. Wisdom and peace of mind ... https://buff.ly/2Bp1fSw,2019-10-19 20:56:12+00:00,,
90,1185660756034871296,bourne_ed,Calif is 6th largest GNP in the world and is having planned power outages like a 3rd world country. Our roads are overcrowded and not very good yet our gas tax is highest in the country. $4.20 here. $2.35 in Texas and your jumping up and down about AB44. Good job!,2019-10-19 20:55:27+00:00,,
91,1185660656885714944,AlbertPAballe,"(Ayay! Taga Apas baya mi...) Please be reminded of the scheduled power outage tomorrow, Oct. 20, 2019, Sunday. 1] Time: 9AM to 2PM(5hrs) Purpose: To facilitate installation of primary pole Areas affected: Portion... https://www.facebook.com/701206610/posts/10156455899461611/",2019-10-19 20:55:03+00:00,,
92,1185660131725336577,WendyAtTheBay,"Facing sustained criticism over last week’s massive blackouts, PG&E Corp. CEO Bill Johnson told state regulators Friday that his company is working to make forced power outages unnecessary — but the goal could take a decade to accomplish. ",2019-10-19 20:52:58+00:00,,
93,1185659736580067328,nellyjames_,Power outage at githurai Kimbo langata line. Near langata hospital. Please expedite,2019-10-19 20:51:24+00:00,,
94,1185659694959988736,illylillie,there was a random power outage that has made me 45 mins late to work.. i’m over this bay area living ,2019-10-19 20:51:14+00:00,,
95,1185659386166939650,heartedkaty,@sprintcare hello is there a power outage in the orlando area? My LTE hasn’t been working since early this morning,2019-10-19 20:50:00+00:00,,
96,1185659260585332736,CountryJennifer,Power is back on. Hallelujah. Thanks @manitobahydro #poweroutage #rmportage #mbstorm,2019-10-19 20:49:30+00:00,#poweroutage #rmportage #mbstorm,
97,1185658025626857472,yc_96,"PG&E CEO Says California Could See More Power Outages For 10 Years- This just shows how bad our infrastructure is and how we need to improve it, but shit takes time. https://www.npr.org/2019/10/18/771486828/california-can-expect-blackouts-for-a-decade-says-pg-e-ceo?ft=nprml&amp;f=1001",2019-10-19 20:44:36+00:00,,
98,1185657688904081410,TheClappTrap,Late getting this episode out due to the major storm and power outages but it’s now up in time to go over everything @Patriots @NHLBruins &amp; @celtics for the weekend including the #NFL #GamblingTwitter picks!,2019-10-19 20:43:16+00:00,#NFL #GamblingTwitter,
99,1185657129723727874,northtwork,More power outages. We were doing good for a while. Now it’s happening all the time again. Frustrating stuff.,2019-10-19 20:41:02+00:00,,
100,1185656666026582017,KMVTNews,"We are aware of multiple power outages across the Magic Valley, along with many reports of power poles down and or breaking. We will keep you updated as more information becomes available. Feel free to let us know if the power is out in your area, and send pics of storm damage.",2019-10-19 20:39:12+00:00,,
101,1185655920014946304,lewiscountypud,"Boy howdy, has it ever been a day of outages! Our outages in the West side of the county have yet again been restored, and now we have crews headed towards Mineral, where we have almost 500 customers without power.",2019-10-19 20:36:14+00:00,,
102,1185655846455402497,KPLR11,"Power outages to prevent fires in Northern California may continue for a decade, the state's biggest utility said Friday.​ ",2019-10-19 20:35:56+00:00,,
103,1185654655176658944,ColinDrewza,Certainly no power outage on that train,2019-10-19 20:31:12+00:00,,
104,1185654421813891074,bellewitch66,"We had to get a new garbage can to hold all the things from the refrigerator we had to toss from power outage. Next pick-up, the freezer gets cleared.",2019-10-19 20:30:17+00:00,,
105,1185654411135053825,myboxlimit,(Can California Fine-Tune the Blunt Tool of Fire-Prevention Power Outages?) has been published on Shop Awesome Deals - https://onetouchsolar.com/can-california-fine-tune-the-blunt-tool-of-fire-prevention-power-outages/,2019-10-19 20:30:14+00:00,,
106,1185654308412579846,SuckTourists,I am deep into a Mentalist binge marathon on Prime. Half way through season 3. The 24 hour power outage didn't even effect it thanks to my smartphone.,2019-10-19 20:29:50+00:00,,
107,1185654081445978113,KatyMoeller,We are hunkered down at @Starbucks. Just checked Idaho Power’s outage map - still lit up like a Christmas tree. #Boise #storm #fallweather,2019-10-19 20:28:56+00:00,#Boise #storm #fallweather,
108,1185654050936807424,Robert_Mills,"It was a mess. That was a separate outage, not sure of cause. Then power came back, and then it went out again at 9:21. The earlier outage wasn’t great for business either from what I was told.",2019-10-19 20:28:48+00:00,,
109,1185652966088294400,mikeymeitbual,Power came back on and appears to have fried my Nord Stage 3. @nordkeyboards This first model I bought from AMS did the same thing but with no power outage. You have a problem with your new IEC-based power supplies.,2019-10-19 20:24:30+00:00,,
110,1185652732222492679,Phil_Free_,California’s mass power outage shows we don’t really know the costs or effects of climate change ,2019-10-19 20:23:34+00:00,,
111,1185652442584752129,kamran_b09,@KElectricPk can u guys explain the reason of following power outage @IkramSehgal @abraajgroup @ImranIsmailPTI @ImranKhanPTI @ArifAlvi,2019-10-19 20:22:25+00:00,,
112,1185652220856918017,cfcrayon,Hey @ATCOElectric a planned power outage on a Saturday sucks! Especially for those of us who only have weekends off. It’s a major inconvenience to us. We would prefer something during the week.,2019-10-19 20:21:32+00:00,,
113,1185651855646511104,HIElectricLight,"There will be a scheduled power outage from 10 p on 10/24 to 6a on 10/25 to perform maintenance and upgrade equipment and will affect customers in Hawi, Kapaau, Halaula, and Kohala Mountain Rd north of mile marker 6. #BigIslandOutage http://hwnelec.co/mJJu30pKa9U",2019-10-19 20:20:05+00:00,#BigIslandOutage,
114,1185650613754966022,FlyHighBabyC16,Power outage on Chatham Parkway!!,2019-10-19 20:15:09+00:00,,
115,1185650602409369601,policeofficer,Police save chicks and unhatched eggs during power outage #NH,2019-10-19 20:15:06+00:00,#NH,
116,1185650375803555840,researchgirlca,"When I give presentations to provincial or fed govt I talk about emergency planning needing to include “everyday emergency planning” for disabled people. Power outages, elevator outages. Emergency plans prepare populations for emergencies we see much more frequently.",2019-10-19 20:14:12+00:00,,
117,1185650360800698369,KatieeShaye,@GlamandGore I was in the middle of watching the new video and my tv turned off by itself and then the internet completely shut itself off it’s perfectly fine outside no storm so the power didn’t surge and there are no outages reported by my internet company....,2019-10-19 20:14:08+00:00,,
118,1185649338288136199,SaskPower,Planned outages help us build a strong and safe power supply. Know about them before they happen. Download the SaskPower App or visit us online. http://bit.ly/2GfnYAt #SkOutage,2019-10-19 20:10:05+00:00,#SkOutage,
119,1185649199385321472,TekSavvyCSR,"Good Afternoon, as a result of a power outage, some equipment in the Data Center did not successfully recover in the Mainland &amp; Vancouver Island areas. Our Vendor is working on a resolution with us, but we currently do not have a ETR. We apologize for the inconvenience. -SC",2019-10-19 20:09:32+00:00,,
120,1185649162534248449,TekSavvyNetwork,"Good Afternoon, as a result of a power outage, some equipment in the Data Center did not successfully recover in the Mainland &amp; Vancouver Island areas. Our Vendor is working on a resolution with us, but we currently do not have a ETR. We apologize for the inconvenience. -SC",2019-10-19 20:09:23+00:00,,
121,1185648308259381248,solarforgood,California's recent power outages have shed light on a grid that needs more #cleanenergy. But what it has also highlighted is the work that needs to be done to keep Californians safe in the face of outages. #environmentaljustice,2019-10-19 20:05:59+00:00,#cleanenergy #environmentaljustice,
122,1185648169784414208,SimiValleyPD,Power outage has negatively affected traffic signals near Sycamore Drive and Alamo Street and many surrounding areas. ,2019-10-19 20:05:26+00:00,,
123,1185647705328103427,rynrly,true life: I have to poop and there's a power outage in my neighborhood,2019-10-19 20:03:35+00:00,,
124,1185647580073603073,iamrelane,So we have a power outage right now and I’m sitting here thinking about the fact that my ancestors really had to deal with this ghetto ass shit ,2019-10-19 20:03:06+00:00,,
125,1185646700397879296,JasonIsDaGoat,West Covina always has power outages,2019-10-19 19:59:36+00:00,,
126,1185646491836268544,SelmaHKhenissi,I experienced a power outage last night: ,2019-10-19 19:58:46+00:00,,
127,1185645212661616647,Tsar_amongKings,Unscheduled?? That means we have scheduled power outages?? In 2019?someone please make me understand. ,2019-10-19 19:53:41+00:00,,
128,1185645179438424065,MomofLucyLoo,"PG&E SHOULD hear the anger. Nice effort, but for them to put large areas on alert for power outages when there is NO RISK is wrong. It caused huge problems for thousands, for nothing. Focus on the high risk areas. No faith in PG&amp;E.",2019-10-19 19:53:33+00:00,,
129,1185644492256436225,cmpco,"If our website is showing your area has been restored and you are still without power, please report your outage at 1-800-696-1000",2019-10-19 19:50:49+00:00,,
130,1185644418642202625,WSBTradio,"RT 961Sportsbeat ""Must have been a power outage losing to E.Michigan...lol https://twitter.com/1stdownmoses/status/1185640781085925377""",2019-10-19 19:50:32+00:00,,
131,1185643644717395968,AllenCrider,"During the recent California power outage, I read ""Dow 36,000"" which was published in 1999. Hilarious in 2019! One of the authors, Kevin Hassett is now Chairman of the Council of Economic Advisers, as if he hadn't done enough damage!",2019-10-19 19:47:27+00:00,,
132,1185643633741107201,961Sportsbeat,Must have been a power outage losing to E.Michigan...lol ,2019-10-19 19:47:25+00:00,,
133,1185642215067881477,PioneerDiningEB,"Jamba Juice, Market, and Starbucks is temporarily closed on 10/19 due to a power outage. We apologize for any inconvenience this may cause. Thank you!",2019-10-19 19:41:46+00:00,,
134,1185641505995870208,MrK00001,@zoonpolitikonz On the use of the fires and power outages to gentrify Northern California by PG&amp;E: ,2019-10-19 19:38:57+00:00,,
135,1185641490535669762,Gothikalove1,Power outage currently LOL I'll keep you up-to-date if there's a Saturday stream or not ,2019-10-19 19:38:54+00:00,,
136,1185641209555030016,JoeGlauberWMTW,"Dozens of @USouthernMaine Gorham students had to sleep in the student center overnight, after dorms were closed due to a power outage. The campus reopened this morning, two days after the storm. ",2019-10-19 19:37:47+00:00,,
137,1185641181650157573,BoyerKelli,When Newsom's political donations from large businesses affected by these shut offs are no longer then the power outage / fire risk will cease. ,2019-10-19 19:37:40+00:00,,
138,1185641073059733504,TekSavvyCSR,We currently have an outage in the BC Area because of a power outage. There is currently no ETA. - GM,2019-10-19 19:37:14+00:00,,
139,1185640825482399744,LHSLASD, Red Flag Warning tonight at 6pm till tomorrow at 10pm. Public Safety Power Shutoff: https://www.sce.com/safety/wildfire/psps Download your Personal Wildfire Action Plan: https://fire.lacounty.gov/ready-set-go.pdf Safety tips for Power Outages: https://ready.lacounty.gov/power-outage/ https://www.facebook.com/136655346476594/posts/1560646654077449/,2019-10-19 19:36:15+00:00,,
140,1185640083384348672,sogrady,the upside to our provider having let us run out of propane during the power outage is that it provides me with a clean slate to run numbers on our generators consumption and theoretical runtime,2019-10-19 19:33:18+00:00,,
141,1185639894770733056,cflinnds,So what does a #writer do in a #poweroutage ..? What we do the world ‘round and from time’s beginning: pick up a stick and a surface and tell a story #WritingCommunity,2019-10-19 19:32:33+00:00,#writer #poweroutage #WritingCommunity,
142,1185639667489820678,BoiseMtnMan,What do you do during a power outage? Ian and I sit a bar hoping for a glass of wine. https://ift.tt/32yATJC,2019-10-19 19:31:39+00:00,,
143,1185639389956673536,EganBrownMS,"Have you been impacted by the PG&E power outage? Let me know if there’s anything I can do to assist you, or contact the Morgan Stanley Client Service Center at 1 (888) 454-3965. ",2019-10-19 19:30:33+00:00,,
144,1185639266854014983,Michael16681844,"@CityPowerJhb Dear Michael Thompson, your City Power call ref is CPWEB2541897 for account 7083318886. Power outage at 29 Riversdale street , other houses seem to have Power. Please assist.",2019-10-19 19:30:03+00:00,,
145,1185638904596176896,reygar,Looks like my PC won't turn on at all after a power outage this morning. There goes my only way to make money...,2019-10-19 19:28:37+00:00,,
