,Event,Stage,Query Date,Query Term,Id,Username,Text,Date,Hashtags,Location
15,july-end,before,2019-06-30,power outage,1145115971734134784,Jeffery_Weather,"ALERT: Severe Thunderstorm Over Carrollton Moving SE At 35 MPH. Wind Gusts to 60 MPH. Impact Expect Damage to Trees & Power Lines, Resulting In Some Power Outages. Locations Impacted Include Carrollton Bergholz.... #ohwx http://www.simpleweatheralert.com/cgi-bin/weatherdetail.py?l=OH125CFF48867C.SevereThunderstormWarning.125CFF543B5COH.PBZSVRPBZ.bf0a714b2d81915f5a95fad3350aeaf9&amp;a=2017&amp;t=0",2019-06-29 23:44:57+00:00,#ohwx,
16,july-end,before,2019-06-30,power outage,1145115885071454210,IronyNOW,Lol...BR Live was starting to even out and then we had a power outage. ,2019-06-29 23:44:36+00:00,,
17,july-end,before,2019-06-30,power outage,1145115585854017538,JimmyP1974,"@OtterTailPwrCo I keep trying to call you to report a power outage in Kindred, ND and I keep getting hung up on.",2019-06-29 23:43:25+00:00,,
18,july-end,before,2019-06-30,power outage,1145114938144415744,thebullfrog89,@shortwaveradios quite the line of storms headed your way... Hope you have some radios ready incase you get a power outage... no noise listening! ,2019-06-29 23:40:51+00:00,,
19,july-end,before,2019-06-30,power outage,1145114814114611200,Brodie_S10,"Hey everyone - currently undergoing a power outage that could take a bit, so I’ll be super inactive until it comes back. Hope you’re all doing well! ",2019-06-29 23:40:21+00:00,,
20,july-end,before,2019-06-30,power outage,1145114385439961088,fatfunnyblonde,Power outage in #Tesco &amp; #Sainsburys in #Pulborough on the hottest day of the year meant an awful lot of food had to be wasted today @Tesco @TescoPulborough @sainsburys @bbcsoutheast @BBCSussex @SpiritFMSussex @Pulborough #foodwaste #nofoodwaste #stopfoodwaste,2019-06-29 23:38:39+00:00,#Tesco #Sainsburys #Pulborough #foodwaste #nofoodwaste #stopfoodwaste,
21,july-end,before,2019-06-30,power outage,1145114116496842753,mkpoms,@SaskPower Riverside Estates power outage.,2019-06-29 23:37:35+00:00,,
22,july-end,before,2019-06-30,power outage,1145114040903053314,molonosoff,@PECOconnect Just curious when you'll be bothered to fix the power outage in Fairless Hills. It barely rained and the power has been out almost three hours. Don't throw out your backs rushing to fix it though.,2019-06-29 23:37:17+00:00,,
23,july-end,before,2019-06-30,power outage,1145113539021066241,MetalMamaLady,We get power outages at times From monsoon storms. I am around the City. Yes,2019-06-29 23:35:17+00:00,,
24,july-end,before,2019-06-30,power outage,1145113497262579714,FortNite_FTW_,Oh no! A power outage via /r/FortNiteBR https://fortniteftw.wordpress.com/2019/06/29/oh-no-a-power-outage-via-r-fortnitebr/,2019-06-29 23:35:07+00:00,,
25,july-end,before,2019-06-30,power outage,1145113433706127360,KICKINGASS2016,985383 ⁦@TorrancePD⁩ ⁦@TorranceCA⁩ power outage NUMBER,2019-06-29 23:34:52+00:00,,
26,july-end,before,2019-06-30,power outage,1145113395236155393,NJBPU,"Please continue to report any outages and, for your safety, never touch any downed power lines http://ready.nj.gov/plan-prepare/public-utilities.shtml",2019-06-29 23:34:43+00:00,,
27,july-end,before,2019-06-30,power outage,1145113394518904832,NJBPU,"The severe weather has caused approximately 40k power outages statewide. Monmouth, Union &amp; Morris Counties are the most affected. The utilities are aware and responding as is safe to do so.",2019-06-29 23:34:43+00:00,,
28,july-end,before,2019-06-30,power outage,1145113200053985280,JARyker,#RuinVacationIn4Words Text: Home Power Outage,2019-06-29 23:33:56+00:00,#RuinVacationIn4Words,
29,july-end,before,2019-06-30,power outage,1145112933883621376,SaraV929,@PSEGNews @PSEGdelivers who would I call about a tree limb sitting precariously on a power line in Cherry Hill? No outage.. until the next round of rain.,2019-06-29 23:32:53+00:00,,
30,july-end,before,2019-06-30,power outage,1145112225197240320,hydroottawa,"OUTAGE UPDATE: Crews on route to power outage affecting 10400 in Innes, Kanata North, West Carleton, Stittsville, Osgoode, Rideau-Goulbourn, and Kanata South ward. https://hydroottawa.com/outages #OttawaOutage",2019-06-29 23:30:04+00:00,#OttawaOutage,
31,july-end,before,2019-06-30,power outage,1145111849068720130,atltreepros,"Brief but strong storm blows through Raleigh, leaving downed trees, power outages behind - http://WRAL.com:",2019-06-29 23:28:34+00:00,,
32,july-end,before,2019-06-30,power outage,1145110981695168517,LuvRayForever,A sudden power outage in Aberdeen mall now ,2019-06-29 23:25:07+00:00,,
33,july-end,before,2019-06-30,power outage,1145110745249701889,hydroottawa,"Due to weather, we have approximately 10,000 customers without power in the Richmond, Munster, Stittsville and Kanata area. Crews have been dispatched to perform restoration. Estimated time is 1AM. #Ottawa #Ottnews #Outage",2019-06-29 23:24:11+00:00,#Ottawa #Ottnews #Outage,
34,july-end,before,2019-06-30,power outage,1145110592442834944,dragonboyia,Waterloo Iowa USA. June 29th 2019. It Is A Tad Bit Warm In The Heartland Today.... Plus My Neighborhood Had A 3 Hour Power Outage !!! https://www.instagram.com/p/BzT93pxnQNtfd1iC-8pdTJpN23C9YhdJkNQf7k0/?igshid=ipalj3dzts55,2019-06-29 23:23:35+00:00,,
35,july-end,before,2019-06-30,power outage,1145110347763867649,Somedud98002798,I for one don't want another thunderstorm. I had a power outage earlier from one.,2019-06-29 23:22:36+00:00,,
36,july-end,before,2019-06-30,power outage,1145110163348738049,JayleneStar,I picked the wrong time to watch a scary movie. that mini power outage gave me a heart attack lmfao,2019-06-29 23:21:52+00:00,,
37,july-end,before,2019-06-30,power outage,1145109871932690432,Horton2802,"Thanks @firstenergycorp @illuminatingco, 2 days in a row with a power outage in Painesville...if this is how it’s gonna be all summer, I want credits to my bill!",2019-06-29 23:20:43+00:00,,
38,july-end,before,2019-06-30,power outage,1145109207332474880,nishakmr,That's OK. Now my folks have a giant generator in their yard that kicks on during power outages ,2019-06-29 23:18:04+00:00,,
39,july-end,before,2019-06-30,power outage,1145109049802817536,bookmark_terry,"Thanks Jo-Anne. I hope your problems are sorted for the whole weekend. Power outages, hydro, whatever. You too.",2019-06-29 23:17:27+00:00,,
40,july-end,before,2019-06-30,power outage,1145108988108910593,CyberSquirrel1,"Snake identified as culprit in Kingman power outage. Snakes, crows, and all other animals. It is all #Cyberwar4ever",2019-06-29 23:17:12+00:00,#Cyberwar4ever,
41,july-end,before,2019-06-30,power outage,1145108962213269508,SwitchThePitch1,Correction! That would be Meram's @ATLUTD debut... he has scored with other MLS clubs. I blame the power outage that knocked out TV and internet moments before and my desperate scramble to restart everything!,2019-06-29 23:17:06+00:00,,
42,july-end,before,2019-06-30,power outage,1145108926750494721,Nmom1024,Thanks but it didn't work. There are some power outages in my area (not my house though). Don't know if that's a factor.,2019-06-29 23:16:57+00:00,,
43,july-end,before,2019-06-30,power outage,1145108431755497473,Lilman5757,@PECOconnect please explain to me how you are stating my power is out cause if serve weather but the severe weather didn’t start until 2 hours into the power outage!,2019-06-29 23:14:59+00:00,,
44,july-end,before,2019-06-30,power outage,1145108229526921216,mayank_94,Experiencing no power for past 4 hours and still no hope because everytime i check on website the outage time increases. Feels like we are living in stone age @tatapower_ddl poorest service and please let me know how to get compensation for this. @ArvindKejriwal please help us.,2019-06-29 23:14:11+00:00,,
45,july-end,before,2019-06-30,power outage,1145108185382080520,Killereye_181,@HydroOne any update on the power outages Horton Township area?,2019-06-29 23:14:01+00:00,,
46,july-end,before,2019-06-30,power outage,1145107462313435138,DavidGuzman994,Damn weekly severe thunderstorm and power outage was early today,2019-06-29 23:11:08+00:00,,
47,july-end,before,2019-06-30,power outage,1145107427135840261,KellyRayXO,When there's a #poweroutage and you're at home with a 13-year-old girl with 4% charge left on her phone..... ,2019-06-29 23:11:00+00:00,#poweroutage,
48,july-end,before,2019-06-30,power outage,1145107038269300736,_linainverse,Our power has went out in our store 4 times lol tell me why people kept shopping in the dark like it was no big deal. yall are zombies I swear. Funny thing is tho Victoria's secret is a few stores (far away) down form us and the power outage just hit them too. this heat man.,2019-06-29 23:09:27+00:00,,
49,july-end,before,2019-06-30,power outage,1145106662136508417,billmorgan2019,The kids see plenty of opportunities in the power outage. They think we definitely need to go out for breakfast this morning.,2019-06-29 23:07:57+00:00,,
50,july-end,before,2019-06-30,power outage,1145105294378373122,amymyoung,That I can agree with. Storms can be beautiful to watch. Power outages... Not so great.,2019-06-29 23:02:31+00:00,,
51,july-end,before,2019-06-30,power outage,1145105104296693760,hydroottawa,"When you call 613-738-0188 to report a power outage, it helps crews pinpoint the cause. During these high winds, we're experiencing higher call volumes - but please be patient and finish reporting your outage",2019-06-29 23:01:46+00:00,,
52,july-end,before,2019-06-30,power outage,1145104931713691650,KBow5,"Thanks @DPLToday taking care of my mom's power outage in her building on a hot day...Repairman was professional, friendly and took care of the problem in no time!",2019-06-29 23:01:05+00:00,,
53,july-end,before,2019-06-30,power outage,1145104743628496896,Charlie_Senack,"Hydro Ottawa says they have teams out responding to power outages. Areas affected include: Kanata, Stittsville and Richmond. #ottnews #ottweather",2019-06-29 23:00:20+00:00,#ottnews #ottweather,
54,july-end,before,2019-06-30,power outage,1145104493597605894,hydroottawa,"To our customers in Kanata North,West Carleton-March,Stittsville,Osgoode,Rideau-Goulbourn,Kanata South, we're aware of the power outage &amp; crews are responding. Hang in there, we're working to restore ASAP.",2019-06-29 22:59:20+00:00,,
55,july-end,before,2019-06-30,power outage,1145103955225206784,StormCenter7,Here is an updated look at power outages across the Miami Valley. More information: http://www.whio.com,2019-06-29 22:57:12+00:00,,
56,july-end,before,2019-06-30,power outage,1145103936287887360,hydroottawa,#Storms can knock out the power. Learn how to stay safe and comfortable during an outage: http://ow.ly/bWGw302H2ya,2019-06-29 22:57:08+00:00,#Storms,
57,july-end,before,2019-06-30,power outage,1145103455641624576,GordonPlutsky,Second power outage of the day courtesy of National Grid incompetence #@nationalgridus,2019-06-29 22:55:13+00:00,,
58,july-end,before,2019-06-30,power outage,1145103018360233986,zanderyow,@hydroottawa power outage in south Stittsville west of Main Street - this storm is wicked,2019-06-29 22:53:29+00:00,,
59,july-end,before,2019-06-30,power outage,1145102980619702272,514memories,"190630 MX Talk Tok 02:26 there was a power outage earlier in the neighborhood..i think the concert will be (starting) lateㅜㅜ sorry to monbebes who are coming today, it must be very hot (out there)ㅜㅜ ",2019-06-29 22:53:20+00:00,,
60,july-end,before,2019-06-30,power outage,1145102821567664129,MCayton3,Enjoying power outage in Cedar Rapids brought to us by some stupid wind farms.,2019-06-29 22:52:42+00:00,,
61,july-end,before,2019-06-30,power outage,1145102279923646464,emperiocism,"ok, thundering now so its time to stop drawing juuuuuust in case of another power outage",2019-06-29 22:50:33+00:00,,
62,july-end,before,2019-06-30,power outage,1145101800858669056,chswx,Thunderstorms remain inland of 17 and aren’t moving much. Heavy rain and fairly frequent lightning continues in Goose Creek as well as in southern Dorchester County. Power outages have been reported due to these storms. ,2019-06-29 22:48:38+00:00,,
63,july-end,before,2019-06-30,power outage,1145101740703981568,xpertarm,@KElectricPk no progress and update on complaint number 6010797190. Power outage from last one hour it’s 3am. What restorationefgortsvare done in last one hour KE staff don’t have any idea. @geonews_urdu @DunyaNews @SAMAATV,2019-06-29 22:48:24+00:00,,
64,july-end,before,2019-06-30,power outage,1145101551905755137,barristerob,I am prepared in the event of power outage ,2019-06-29 22:47:39+00:00,,
65,july-end,before,2019-06-30,power outage,1145101107439575045,AlEuegle,@hydroottawa power is out on Birchland Crescent in Stittsville. Called the power outage line.,2019-06-29 22:45:53+00:00,,
66,july-end,before,2019-06-30,power outage,1145100246248120320,RollieSpokes,"There is a certain #irony here considering #YYCCC wants to shave $9 million out of #Calgary fire services budget and two days later fire is calling in overtime staff to handle the crisis, thunderstorm causes flash flooding, power outages ",2019-06-29 22:42:28+00:00,#irony #YYCCC #Calgary,
67,july-end,before,2019-06-30,power outage,1145099393088946178,ThoroughWiz,"Severe Weather Forces Late Card Cancellations At Suffolk Downs, Delaware Park: A power outage caused by a severe electrical storm forced the cancellation of the final five races at Suffolk Downs on Saturday, including the a trio of listed stakes races.… ",2019-06-29 22:39:04+00:00,,
68,july-end,before,2019-06-30,power outage,1145099253250961410,sadderdaze31,"My boss: Laurel can you clean this and make sure blah blah blah. Me last night in a power outage: wait hold on, when do spicy nuggets come back bc I’m going after this. ",2019-06-29 22:38:31+00:00,,
69,july-end,before,2019-06-30,power outage,1145099190793658369,TurkeyPointPP,"Update on power outage: Hydro One now estimates 8:45pm for a power restoration time. Once power is restored, staff will work quickly to bring the water treatment system back online and reopen facilities. We apologize for the inconvenience.",2019-06-29 22:38:16+00:00,,
70,july-end,before,2019-06-30,power outage,1145098783526666240,CJIM_Montreal,"ATTENTION, severe weather in our area has caused power outages taking our stream offline. We are currently back online, but please be aware this may occur again as more severe weather is expected.",2019-06-29 22:36:39+00:00,,
71,july-end,before,2019-06-30,power outage,1145098724949069824,hbgimprov,We’re pushing all our shows tonight back by an hour so come on by from 9-Midnight for our normal line-up! There’s a power outage in midtown but that’s not gonna stop us from bringing you great comedy tonight!,2019-06-29 22:36:25+00:00,,
72,july-end,before,2019-06-30,power outage,1145098280537382912,DixieCoop,We are currently experiencing several small outages in the south Montgomery area. Crews are working to restore power. ,2019-06-29 22:34:39+00:00,,
73,july-end,before,2019-06-30,power outage,1145098276720353281,LightwireAlerts,Incident - Power outage - Degraded service in section of our network Lightwire: https://portal.lightwire.co.nz/p/events/652 Lightwire Business: https://portal.lightwirebusiness.com/p/events/652 Last updated: 2019-06-30 10:34 NZST,2019-06-29 22:34:38+00:00,,
74,july-end,before,2019-06-30,power outage,1145098055793958913,daddydollaz25,I'm tired of these damn power outages every fuckin summer dude damn I'm hot den a mf ,2019-06-29 22:33:46+00:00,,
75,july-end,before,2019-06-30,power outage,1145097640729726976,billmorgan2019,And this my friends is why the power isn’t on in Tatura this morning #storm #poweroutage #FirstWorldProblems,2019-06-29 22:32:07+00:00,#storm #poweroutage #FirstWorldProblems,
76,july-end,before,2019-06-30,power outage,1145096030578499590,wonnieblossom,"turned out there had been a power outage in the area?? so the doors got pushed about two hours, and we didnt decide to line up and instead went to the supermarket and bought icecream, chips and water hashtag healthy living, i think we got in after 8 ",2019-06-29 22:25:43+00:00,,
77,july-end,before,2019-06-30,power outage,1145095079486468096,CAleaseWriter,So there is a power outage in my neighborhood.,2019-06-29 22:21:56+00:00,,
78,july-end,before,2019-06-30,power outage,1145094810723913730,senseinanaa,Libya having power outages in the middle of me watching my MBC2 movies AINT IT,2019-06-29 22:20:52+00:00,,
79,july-end,before,2019-06-30,power outage,1145094746718650369,KinokuniyaUSA,"Due to power outage, our Carrollton store will be closed today. We apologize for the inconvenience. #Texas #Carrollton #Kinokuniya",2019-06-29 22:20:37+00:00,#Texas #Carrollton #Kinokuniya,
80,july-end,before,2019-06-30,power outage,1145094199571861504,JohnnnyBONES,@PSEGNews what is issue with power outage in Rutherford,2019-06-29 22:18:26+00:00,,
81,july-end,before,2019-06-30,power outage,1145094129896046592,mllemarguerite,I know it's a rhetorical question but...a power outage in 90-degree weather?,2019-06-29 22:18:10+00:00,,
82,july-end,before,2019-06-30,power outage,1145093863360647168,nathan_vincent2,Frfr. Power outages be hitting us hard ,2019-06-29 22:17:06+00:00,,
83,july-end,before,2019-06-30,power outage,1145093705449299968,kaihsing,"RT CitizenApp_NYC: (Elmhurst, Queens) Transformer Fire Causing Power Outage — Citizen users show wires on fire. The area around 92nd Ave &amp; 53rd St has been taped off as firefighters work to contain the situation. Details here: https://i.citizen.com/-Li_8tzL_GHi70bhWnI4 #C…",2019-06-29 22:16:28+00:00,#C,
84,july-end,before,2019-06-30,power outage,1145093510770647043,TheNewportDaily,"Thunderstorms move across the area, power outages reported ",2019-06-29 22:15:42+00:00,,
85,july-end,before,2019-06-30,power outage,1145093436841844738,CitizenAppNYC,"(Elmhurst, Queens) Transformer Fire Causing Power Outage — Citizen users show wires on fire. The area around 92nd Ave &amp; 53rd St has been taped off as firefighters work to contain the situation. Details here: https://i.citizen.com/-Li_8tzL_GHi70bhWnI4 #CitizenApp #ProtectTheWorld",2019-06-29 22:15:24+00:00,#CitizenApp #ProtectTheWorld,
86,july-end,before,2019-06-30,power outage,1145093122642403328,CuomoCorruption,"(Elmhurst, Queens) Transformer Fire Causing Power Outage - reported on @CitizenApp_NYC https://go.citizen.com/rpBRZVkrVX",2019-06-29 22:14:09+00:00,,
87,july-end,before,2019-06-30,power outage,1145092637898301440,TinaPrincessKin,"@CityPowerJhb hey there, power just went off in Winchester Hills, Johannesburg south. Doesn't seem like a planned outage.",2019-06-29 22:12:14+00:00,,
88,july-end,before,2019-06-30,power outage,1145092502296436736,LauraDrawsStuff,Seems to be a complete power outage on my estate but like the storms were last night so idk what the deal is right now,2019-06-29 22:11:41+00:00,,
89,july-end,before,2019-06-30,power outage,1145092456834359296,LarisaHawley,@PECOconnect what is the status of the power outage in Fairless Hills,2019-06-29 22:11:31+00:00,,
90,july-end,before,2019-06-30,power outage,1145092303830290432,Laura81_,"""Thank you for calling PECO, we are aware of your outage. Severe weather has impacted service"" Genius's .....no ETA given when power will be restored either ",2019-06-29 22:10:54+00:00,,
91,july-end,before,2019-06-30,power outage,1145091077382299654,gracebalmet,HOW MANY ELEVATOR SURGERIES DO WE HAVE TO DO IN POWER OUTAGES TO STOP GETTING IN ELEVATORS DURING STORMS @GREYS ANATOMY,2019-06-29 22:06:02+00:00,,
92,july-end,before,2019-06-30,power outage,1145090746158129152,MsNoraCharm,Uhoh power outage ,2019-06-29 22:04:43+00:00,,
93,july-end,before,2019-06-30,power outage,1145090573226979328,YourBigBroSteve,I'm sorry guys we had power outage here and generators were not working how they are supposed to. I will catch y'all for more Battlefield Stream stuff soon! Thanks for understanding.,2019-06-29 22:04:02+00:00,,
94,july-end,before,2019-06-30,power outage,1145090404083294213,lexxxxi22,@PECOconnect fix the power outage,2019-06-29 22:03:21+00:00,,
95,july-end,before,2019-06-30,power outage,1145089261772967937,Retailathlete,Ha ha unlucky stef remember the refit at chorlton me and @chrisgra full power outage literally everything !! Finished at about 2am back in at 5:30am #retailheros,2019-06-29 21:58:49+00:00,#retailheros,
96,july-end,before,2019-06-30,power outage,1145089186107707392,VilleConnection,We are aware of the power outage from the storm in our community. Entergy’s estimated time of restoration is 6:30. We will keep you updated as we find out information.,2019-06-29 21:58:31+00:00,,
97,july-end,before,2019-06-30,power outage,1145088914543300608,kamcc71,Just left #YesterdayMovie - charmed and wrought with a sense of nostalgia. Find myself wishing for the power outage we wake up from in a new world without our president. #TrumpIsARussianAsset,2019-06-29 21:57:26+00:00,#YesterdayMovie #TrumpIsARussianAsset,
98,july-end,before,2019-06-30,power outage,1145088682942259200,Indieegirll,"Jesus fucking christ. Thunde, lighting and possiible power outage. Someone hold me please.",2019-06-29 21:56:31+00:00,,
99,july-end,before,2019-06-30,power outage,1145088537936695296,ShipSystem,"You must be a morning person Um Kulthum is perfect if you have to live in the Near East with power outage, heat and lots of mosquitoes, argileh and super dark tea late at night.",2019-06-29 21:55:56+00:00,,
100,july-end,before,2019-06-30,power outage,1145087939837403137,kyulhyuks,there was a power outage in the area of palacia vistalegre and they had to delay the concert a bit,2019-06-29 21:53:34+00:00,,
101,july-end,before,2019-06-30,power outage,1145087765513682945,CountryGirlJeny,@ATCOElectric Been on hold for 20 minutes to report power outage Northeast of Ardmore. Ridiculous.,2019-06-29 21:52:52+00:00,,
102,july-end,before,2019-06-30,power outage,1145086390935412736,jesdeh2o,It feels like 104*F. That means it peak hours. Of course there's a power outage. It's why my ac us set to 77*F from 2pm- 7pm ,2019-06-29 21:47:24+00:00,,
103,july-end,before,2019-06-30,power outage,1145086168696086529,sharon_smith_1,Toshiba and WD NAND Production Hit by Power Outage: 6 Exabytes Lost http://bit.ly/2xiYtft,2019-06-29 21:46:31+00:00,,
104,july-end,before,2019-06-30,power outage,1145084283666751489,SingleSpeedLoo,If only our rooftop could hold a solar array large enough to produce 100% of our energy needs........We are in the middle of our 3rd @MidAm_EnergyCo power outage is as many weeks. To our customers we apologize for any inconveniences this may be causing. ,2019-06-29 21:39:02+00:00,,
105,july-end,before,2019-06-30,power outage,1145083641816637443,Celinemmc,@ESBNetworks looks like a power outage in East Donegal,2019-06-29 21:36:29+00:00,,
106,july-end,before,2019-06-30,power outage,1145083033931919360,CountryGirlJeny,@ATCOElectric Power outage Northeast of Ardmore,2019-06-29 21:34:04+00:00,,
107,july-end,before,2019-06-30,power outage,1145082831208669186,DreaDreamancini,@MovieTavern Toy Story 4 The crucial part of the movie was halted for 20 min. due to power outage. I get it..things happen. But could they spare a voucher for free popcorn? They need to realize “Movie Tavern” is a treat for some families.,2019-06-29 21:33:16+00:00,,
108,july-end,before,2019-06-30,power outage,1145082405184819201,CrowClaw09,The impacts of power outages rise. https://www.utilitydive.com/news/as-the-impacts-of-power-outages-rise-the-us-must-embrace-smart-grids/544564/ via @UtilityDive,2019-06-29 21:31:34+00:00,,
109,july-end,before,2019-06-30,power outage,1145082395495927810,SproutCats,CAT HACKER: Toshiba and WD NAND Production Hit by Power Outage: 6 Exabytes Lost http://bit.ly/2xiYtft,2019-06-29 21:31:32+00:00,,
110,july-end,before,2019-06-30,power outage,1145082142105513986,RossiClaudio,"power cuts, and now internet outages globally; soon #World",2019-06-29 21:30:31+00:00,#World,
111,july-end,before,2019-06-30,power outage,1145081833777958912,hlthiskrieger,Just left Cumberland #hail power outage too. ,2019-06-29 21:29:18+00:00,#hail,
112,july-end,before,2019-06-30,power outage,1145081501001932800,KWWL,Are you experiencing a power outage? Let us know where in the comments. https://kwwl.com/news/top-stories/2019/06/29/nearly-2500-people-without-power-in-waterloo/?utm_medium=social&amp;utm_source=twitter_KWWL,2019-06-29 21:27:59+00:00,,
113,july-end,before,2019-06-30,power outage,1145081305895337984,This_Justin_79, Toshiba &amp; WD NAND Production Hit By Power Outage: 6 Exabytes Lost https://www.anandtech.com/show/14596/toshiba-western-digital-nand-production-partially-halted-by-power-outage,2019-06-29 21:27:12+00:00,,
114,july-end,before,2019-06-30,power outage,1145080400064237568,DDIGITALMEDIA,"Power is wonky in West London, watching TV our living room light which is a LED bulb was flickering like a candle, was worried we were heading for a power outage.",2019-06-29 21:23:36+00:00,,
115,july-end,before,2019-06-30,power outage,1145079713234337792,callykarishokka,"Oh man. If I had been writing OR painting during this random power outage, I woulda been so mad...",2019-06-29 21:20:52+00:00,,
116,july-end,before,2019-06-30,power outage,1145079441187581953,callykarishokka,Hello random power outage??,2019-06-29 21:19:47+00:00,,
117,july-end,before,2019-06-30,power outage,1145079043886215168,nathwadds,@Ausgrid has there been any power outage in the Caringbah area? I have just woken up to no power but I can’t see any issues.,2019-06-29 21:18:13+00:00,,
118,july-end,before,2019-06-30,power outage,1145078682542837760,southernrivers,"Pop-up summer storms are causing problems again today. More than 1300 members have lost power, mostly in Monroe County with 899 outages. Crews are working quickly to restore power. Outage Line 866-244-4890. Outage Viewer: http://outage.southernriversenergy.com:82/",2019-06-29 21:16:47+00:00,,
119,july-end,before,2019-06-30,power outage,1145078568428482566,WinterScribs,"I'm almost positive now that it's an internet issue- I've also discovered that I am now unable to upload photos using my laptop and my phone, when connected to the WiFi. My neighborhood just came out of a large-scale power outage, I think the outage and my issue are connected.",2019-06-29 21:16:19+00:00,,
120,july-end,before,2019-06-30,power outage,1145077438336184322,x_xrandom,Power outage,2019-06-29 21:11:50+00:00,,
121,july-end,before,2019-06-30,power outage,1145077337551187971,Ms_camillaa,this the second time this month the whole block has a power outage..,2019-06-29 21:11:26+00:00,,
122,july-end,before,2019-06-30,power outage,1145075637616631808,wvevie,"Oh, I'm fine. Sorry. Just a lot of wind here in my park. I won't say I wasn't scared. Trees down and power outages all over. No lives lost. This is the Charleston, WV area. BTW. ",2019-06-29 21:04:41+00:00,,
123,july-end,before,2019-06-30,power outage,1145075637268426754,CinescapeCast,@PECOconnect fix the damn power outage in Morrisville! It’s over 80 degrees in my house and about to storm outside so we can’t open windows!,2019-06-29 21:04:41+00:00,,
124,july-end,before,2019-06-30,power outage,1145075278277988359,bigbluemarblebk,Power outage Saturday 6/29/19. Closing at 5 PM. Sorry for any inconvenience.,2019-06-29 21:03:15+00:00,,
