,Event,Stage,Query Date,Query Term,Id,Username,Text,Date,Hashtags,Location
1010,january-early,after,2019-01-10,power outage,1082791055425265664,alryanradio,Darkness quite the sight at Paddington station right now. Power outage in parts of the concourse causing problems getting home plus urgent track repairs ,2019-01-09 00:07:59+00:00,,
1011,january-early,after,2019-01-10,power outage,1082789982790664192,SacAtlas,"125,000 homes in Sac lost power on Sunday. More strong wind and rains are expected for tonight - stay updated on areas with outages via SMUD's outage map: http://ow.ly/xBHl50k8IUX",2019-01-09 00:03:43+00:00,,
1012,january-early,after,2019-01-10,power outage,1082789971340263424,SDCEA_Inc,"5 p.m. - Power should now be restored to those areas affected by this afternoon's outage in the Buena Vista area. A line was down and repairs have been made. If you continue to experience issues with your power, please call our dispatch toll-free, 844-395-2412 or 719-395-2412.",2019-01-09 00:03:41+00:00,,
1013,january-early,after,2019-01-10,power outage,1082789956073017345,4Odays4Onights,Y'all got power outages ,2019-01-09 00:03:37+00:00,,
1014,january-early,after,2019-01-10,power outage,1082789647149748224,CarlyntonSports,Tonight's Boys Basketball game vs North Catholic has been POSTPONED due to a power outage at the school. Make up TBD ,2019-01-09 00:02:23+00:00,,
1015,january-early,after,2019-01-10,power outage,1082789536730660866,HoladimejiSA,@KenyaPower_Care @KenyaPower Kindly send your maintenance team to rectify the transformer fault that is causing 01452130071 and surrounding buildings to experience power outage since 9pm yesterday. Thanks,2019-01-09 00:01:57+00:00,,
1016,january-early,after,2019-01-10,power outage,1082789101399695366,IntPowerSystems,"Forecasters are calling for a much colder January, which means a much higher risk for snow-ins or ice-related power outages. The time is now to make sure your home or business is prepared. Call today! http://ow.ly/pgbw50k3707",2019-01-09 00:00:13+00:00,,
1017,january-early,after,2019-01-10,power outage,1082788982562406400,BreakingSkagit,RT SkagitDEM: RT NWSSeattle: Wind Advisory for Central Coast of WA & North Interior areas from 6AM-6PM Wed. Southeast winds 25-35 with gusts 50 mph. Snapped tree branches & local power outages possible. #WAwx,2019-01-08 23:59:45+00:00,#WAwx,
1018,january-early,after,2019-01-10,power outage,1082788910143549442,dailyitem,Power outages reported in Union County ,2019-01-08 23:59:28+00:00,,
1019,january-early,after,2019-01-10,power outage,1082788785010528256,KingCountyWA,"Thanks, @SEACityLight, for your hard work to restore power, and thank you to our residents for your continued patience during the outage. ",2019-01-08 23:58:58+00:00,,
1020,january-early,after,2019-01-10,power outage,1082788767092666369,patrickgjackson,"No, no, London’s great! Just an unusual wee power outage ",2019-01-08 23:58:53+00:00,,
1021,january-early,after,2019-01-10,power outage,1082788761048629248,lesbianheapass,Whole town power outages boys,2019-01-08 23:58:52+00:00,,
1022,january-early,after,2019-01-10,power outage,1082788647223640064,Windows,"How interesting. Have there ever been any other situations where your account was locked, or just after this power outage?",2019-01-08 23:58:25+00:00,,
1023,january-early,after,2019-01-10,power outage,1082788058079117313,d0miniqueC_,"sooooo, what’s the move for this power outage? ",2019-01-08 23:56:04+00:00,,
1024,january-early,after,2019-01-10,power outage,1082787977330229249,JoeKnittingMama,@PNMtalk Power outage in RIO RANCHO,2019-01-08 23:55:45+00:00,,
1025,january-early,after,2019-01-10,power outage,1082787820165578752,r0ryk,Watching the PSE outage map power restoration estimate is worse than watching Windows updates.,2019-01-08 23:55:08+00:00,,
1026,january-early,after,2019-01-10,power outage,1082787394263437313,Williams69Mark,Minford v Northwest ppd. tonight due to a power outage. Make up 1/15,2019-01-08 23:53:26+00:00,,
1027,january-early,after,2019-01-10,power outage,1082786986228776960,Alimleslie,2.5 weeks of worrisome waiting to see if the eggs survived the power outage! They did and are thriving. The students and I are are beyond excited to watch them grow. #survivedthestorm #sd36learn #placebasededucation #TuesdayMotivation #InquiryMindset @EKOLogy_sd36 #salmon,2019-01-08 23:51:49+00:00,#survivedthestorm #sd36learn #placebasededucation #TuesdayMotivation #InquiryMindset #salmon,
1028,january-early,after,2019-01-10,power outage,1082786789490749440,Red_Shinigami89,No stream tonight my area is expecting 25cm of snow plus and heavy winds so in case of power outage or Internet outage I'll hold off in stead work on the app so close to next release tablet support is my current project and I am like 80% done so it should be ready soon,2019-01-08 23:51:02+00:00,,
1029,january-early,after,2019-01-10,power outage,1082786524285059072,greenesports,"Broadcast underway from Connellsville! Thanks to West Greene power outage, only broadcast tonight! @WBG_RAIDERS @TribLiveHSSN",2019-01-08 23:49:59+00:00,,
1030,january-early,after,2019-01-10,power outage,1082786352121475073,lowes_electric,Sick of power outages ruining your day? Here's why you should consider backup #Electricity for your home. #SantaRosaElectricians http://qoo.ly/ukbnq,2019-01-08 23:49:18+00:00,#Electricity #SantaRosaElectricians,
1031,january-early,after,2019-01-10,power outage,1082785970146160640,OSU_EMFP,Power outage at Lawrence Tower. @AEPOhio hopes to have power restored by 9pm this evening.,2019-01-08 23:47:47+00:00,,
1032,january-early,after,2019-01-10,power outage,1082785810179592193,greenesports,"ALERT! Due to a Power Outage in the Rogersville area, the Jefferson-Morgan @West Greene Wrestling match is postponed to 1/15 @TribLiveHSSN",2019-01-08 23:47:08+00:00,,
1033,january-early,after,2019-01-10,power outage,1082785806685618177,chilakosg,@TorontoHydro Any update on the power outage at Kipling and Beaverbrook?,2019-01-08 23:47:08+00:00,,
1034,january-early,after,2019-01-10,power outage,1082785731561570304,ohiostatedine,"Due to a power outage, the PAD Pizza and PAD C-Store will be closed the remainder of the evening.",2019-01-08 23:46:50+00:00,,
1035,january-early,after,2019-01-10,power outage,1082785400861659136,WhitehorseStar,"Big power outages plague #Whitehorse, the Junction Some Alaska Highway and North Klondike Highway residents were still without power at 11 a.m. today following a large outage at 3:30 this morning. Cc @yukonenergy @ShadhalaAsheyi #Yukon",2019-01-08 23:45:31+00:00,#Whitehorse #Yukon,
1036,january-early,after,2019-01-10,power outage,1082785114256478213,LoudPrincess,@OSUPOLICE Big power outage at W. Lane and Tuttle Park. No traffic light. ,2019-01-08 23:44:23+00:00,,
1037,january-early,after,2019-01-10,power outage,1082784975022362624,BonchukFarms,Been without power since 3 pm hopefully this outage won’t last too much longer. Never been a fan of thawing water bowls in the dark. @manitobahydro,2019-01-08 23:43:49+00:00,,
1038,january-early,after,2019-01-10,power outage,1082784041944915968,WV511,"Getting reports of traffic signals out due winds and power outages, Remember to treat affected intersections as 4-way stops. ",2019-01-08 23:40:07+00:00,,
1039,january-early,after,2019-01-10,power outage,1082783867986006016,ConnieBonaros,Compensation for power customers impacted by prolonged outages needs to be increased – not decreased. @SABEST_Party intends introducing a Private Member’s Bill into Parliament next month to make this happen. #commonsensepolitics https://sabest.org.au/media/media/increase-not-decrease-compensation-payouts-to-power-blackout-victims-sa-best/,2019-01-08 23:39:25+00:00,#commonsensepolitics,
1040,january-early,after,2019-01-10,power outage,1082783636305465345,CereneChristine,I liked a @YouTube video http://youtu.be/iYNi864HghM?a Warning To America: Nationwide PLANNED Power Outages Are Coming?,2019-01-08 23:38:30+00:00,,
1041,january-early,after,2019-01-10,power outage,1082782488903114753,SandhyaABC7,WEATHER ALERT: Winds have begun to ramp up at higher elevations. A Wind Advisory is in effect until tomorrow AM. Watch out for trees toppling or possible power outages later tonight. #CAstorm #CAwx #SanFrancisco #BayArea,2019-01-08 23:33:57+00:00,#CAstorm #CAwx #SanFrancisco #BayArea,
1042,january-early,after,2019-01-10,power outage,1082782270694572037,markdavidallen,"What a sad state of affairs, after having a power outage in our street earlier due to 3rd party contractor works we've had UK Power Networks working away for the past few hours to resolve the situation &amp; they've... https://www.facebook.com/1297797837/posts/10218161163642726/",2019-01-08 23:33:05+00:00,,
1043,january-early,after,2019-01-10,power outage,1082781644744998912,MVrydaghsWHIO,Gusty winds have caused a few power outages this evening. https://www.whio.com/news/local/high-winds-causing-power-outages/bZpmTCGARoYOyyx6jfSNEO/,2019-01-08 23:30:35+00:00,,
1044,january-early,after,2019-01-10,power outage,1082781557121826816,KColleyTV,"No Minford-Northwest game tonight due to power outage, so I'm headed to Valley at West basketball!",2019-01-08 23:30:14+00:00,,
1045,january-early,after,2019-01-10,power outage,1082781148944699392,mufc_dj7,See How Man Charges His Phone Due To Power Outage In Katsina (Photos) http://bit.ly/2Fhcq3L,2019-01-08 23:28:37+00:00,,
1046,january-early,after,2019-01-10,power outage,1082781106477453312,happynomadtours,"Due to a power outage, tonight’s @emperorx show in Columbus, OH has been moved from @dirtydungarees to the Cellar Door! Please DM me or the artist for the address.",2019-01-08 23:28:27+00:00,,
1047,january-early,after,2019-01-10,power outage,1082781070339305473,ZacharysWeather,LOCAL WEATHER: Wind Advisory for Central Coast of WA & North Interior areas from 6AM-6PM Wed. Southeast winds 25-35 with gusts 50 mph. Snapped tree branches & local power outages possible. #WAwx,2019-01-08 23:28:18+00:00,#WAwx,
1048,january-early,after,2019-01-10,power outage,1082780812792098816,mmmegan,We just had an extremely brief power outage while I was painting a closet and the dog got so freaked out she made me sit on the floor with her so now I have a half-painted closet and a dog that won't get out of my lap ,2019-01-08 23:27:17+00:00,,
1049,january-early,after,2019-01-10,power outage,1082780493408555014,Voxy2017,I would rather eat gas station sushi after a power outage than watch Cuckoo Don. ,2019-01-08 23:26:01+00:00,,
1050,january-early,after,2019-01-10,power outage,1082780367793373185,C_Sanford21,And then I come home and my side of the street has a power outage. Life is funny sometimes.,2019-01-08 23:25:31+00:00,,
1051,january-early,after,2019-01-10,power outage,1082780161798557696,SlimMontanaFL,"Can’t wait for the President to speak tonight. Big meltdown for the lefties. CNN could very well have a power outage, or camera problems. Anyway I’ll be watching.",2019-01-08 23:24:42+00:00,,
1052,january-early,after,2019-01-10,power outage,1082779978922639362,NWSSeattle,Wind Advisory for Central Coast of WA & North Interior areas from 6AM-6PM Wed. Southeast winds 25-35 with gusts 50 mph. Snapped tree branches & local power outages possible. #WAwx,2019-01-08 23:23:58+00:00,#WAwx,
1053,january-early,after,2019-01-10,power outage,1082779732511477765,hirshi,Install was working fine until this morning. Many attempts to reset and troubleshoot but ONT gives red light VID. Physical connection to the modem still in tact. No power outages or other issues to report. FiOS just not working.,2019-01-08 23:22:59+00:00,,
1054,january-early,after,2019-01-10,power outage,1082779117999800321,SouthCentralPow,"OUTAGE UPDATE 6:20PM: We are seeing outages across our service territory as a result of the gusting winds. Currently 1,365 members are without power, mainly in Fairfield, Hocking and Vinton counties. Stay up to date with our outage map at http://www.southcentralpower.com.",2019-01-08 23:20:33+00:00,,
1055,january-early,after,2019-01-10,power outage,1082779096340484096,16WAPTNews,Downed tree causes power outages in Jackson http://bit.ly/2TIdwJ5,2019-01-08 23:20:28+00:00,,
1056,january-early,after,2019-01-10,power outage,1082778253314580480,michael60007,"It’s better to rely on gubermint.....just ask the people at the Superdome in La. after Katrina. I mean, Florida never has any storm-related power outages, right? Marc makes me feel safe ",2019-01-08 23:17:07+00:00,,
1057,january-early,after,2019-01-10,power outage,1082777856516616192,Critc1G4ming98,I liked a @YouTube video http://youtu.be/TsnPgmx0uXk?a Longest FN@F 1 power outage ever?,2019-01-08 23:15:32+00:00,,
1058,january-early,after,2019-01-10,power outage,1082777831162167297,matthew_goss,"I could cope with the water being off, we had 2 power outages in the space of 2 months last year, autosave was in the middle of saving as it went down the first time, that was a panicky 7 hours waiting to see if the save had completed ",2019-01-08 23:15:26+00:00,,
1059,january-early,after,2019-01-10,power outage,1082777003026276352,deanrom_,Power outage in Fourways?,2019-01-08 23:12:09+00:00,,
1060,january-early,after,2019-01-10,power outage,1082776687845228544,Scioto_Alert,http://outagemap.aepohio.com.s3.amazonaws.com/external/default.html Monitor power outages and estimated times for restoral of service here.,2019-01-08 23:10:54+00:00,,
1061,january-early,after,2019-01-10,power outage,1082776361335431170,stxlllearning,are you saying this infering that the queens possible death has something to do with your power outage,2019-01-08 23:09:36+00:00,,
1062,january-early,after,2019-01-10,power outage,1082775083259707393,thebobert,@TorontoHydro hey just wanted to let you know there is a power outage in the M9B 5T5 postal code.,2019-01-08 23:04:31+00:00,,
